C Mil A,UF,Município,OM,Curso,Entidade,Local,Início,Fim,Carga Horária,Efetivo Inicial,Efetivo Final,Valor hora aula,Valor total
CMA ,AC ,Rio Branco ,Cmdo Fron ACRE / 4º BIS ,Movimentação de Produtos Perigosos ,SESC/SENAT ,Entidade Parceira,4/7/2022,8/7/2022,40,7,7,"8,05",2254
CMA ,AC ,Rio Branco ,Cmdo Fron ACRE / 4º BIS ,CONDUTORES DE VEICULOS DE TRABSPORTE COLETIVO ,SESC/SENAT ,Entidade Parceira,4/7/2022,15/7/2022,40,10,10,"8,05",3220
CMA ,AC ,Rio Branco ,Cmdo Fron ACRE / 4º BIS ,CONDUTOR DE VEÍCULO DE EMERGÊNCIA ,SESC/SENAT ,Entidade Parceira,4/7/2022,15/7/2022,40,7,7,"8,05",2254
CMA ,AC ,Rio Branco ,Cmdo Fron ACRE / 4º BIS ,Instalação Hidráulica ,SENAI ,Entidade Parceira,4/7/2022,15/7/2022,212,7,7,"6,5",9646
CMNE ,AL ,Maceió ,59º BI Mtz ,ELETRICISTA DE AUTOMÓVEIS ,SENAI ,Entidade Parceira,20/6/2022,2/9/2022,160,3,3,"5,78","2774,4"
CMNE ,AL ,Maceió ,59º BI Mtz ,"Mecânico de Freios, Suspensão e Direção ",SENAI ,Entidade Parceira,27/6/2022,2/8/2022,80,8,8,"5,18","3315,2"
CMNE ,AL ,Maceió ,59º BI Mtz ,Manutenção de Ar Condicionado Automotivo ,SENAI ,Entidade Parceira,27/6/2022,2/8/2022,80,6,6,"6,75",3240
CMNE ,AL ,Maceió ,59º BI Mtz ,Manutenção de Câmara Frigorífica ,SENAI ,Entidade Parceira,13/6/2022,5/7/2022,40,6,6,"13,5",3240
CMNE ,AL ,Maceió ,59º BI Mtz ,Marcenaria para hobby ,SENAI ,Entidade Parceira,13/6/2022,11/7/2022,70,4,4,"13,15",3682
CMNE ,AL ,Maceió ,59º BI Mtz ,Instalação e manutenção de cond ar split ,SENAI ,Entidade Parceira,6/6/2022,6/7/2022,80,3,3,"7,83","1879,2"
CMNE ,AL ,Maceió ,59º BI Mtz ,NR10-Segurança em Inst e Serv de Eletricidade ,SESI ,Entidade Parceira,6/6/2022,10/6/2022,40,5,5,"7,5",1500
CMNE ,AL ,Maceió ,59º BI Mtz ,NR 35 - TRABALHO EM ALTURA ,SESI ,Entidade Parceira,9/6/2022,9/6/2022,8,5,5,"9,38","375,2"
CMNE ,AL ,Arapiraca ,TG 07-015 ,Assistente Administrativo ,SENAI-AL ,Entidade Parceira,18/4/2022,8/7/2022,240,20,20,0,0
CMNE ,AL ,Arapiraca ,TG 07-015 ,Auxiliar de Operações Logísticas ,SENAI-AL ,Entidade Parceira,18/4/2022,8/7/2022,240,20,20,0,0
CMNE ,AL ,Arapiraca ,TG 07-015 ,Comprador ,SENAI-AL ,Entidade Parceira,2/5/2022,8/7/2022,200,20,20,0,0
CMNE ,AL ,Arapiraca ,TG 07-015 ,Almoxarife ,SENAI-AL ,Entidade Parceira,2/5/2022,22/7/2022,240,20,20,0,0
CMNE ,AL ,Palmeira dos Índios ,TG 07-007 ,Assistente Administrativo ,SENAC-AL ,Entidade Parceira,4/4/2022,27/5/2022,160,30,30,0,0
CMNE ,AL ,Palmeira dos Índios ,TG 07-007 ,Assistente de Recursos Humanos ,SENAC-AL ,Entidade Parceira,4/4/2022,27/5/2022,160,20,20,0,0
CMNE ,AL ,Penedo ,TG 07-008 ,Assistente de Recursos Humanos ,SENAC-AL ,Entidade Parceira,8/8/2022,30/9/2022,160,25,25,0,0
CMNE ,AL ,Teotônio Vilela ,TG 07-022 ,Assistente de Recursos Humanos ,SENAC-AL ,Entidade Parceira,4/7/2022,26/8/2022,160,25,25,0,0
CMA ,AM ,Manaus ,Cmdo CMA ,Mecânico de Maquinas Industriais ,SENAI ,Entidade Parceira,23/2/2022,5/4/2022,120,3,3,0,0
CMA ,AM ,Manaus ,Cmdo CMA ,Mecânico de motores a Álcool e à Gasolina ,SENAI ,Entidade Parceira,21/2/2022,5/4/2022,120,5,5,0,0
CMA ,AM ,Manaus ,Cmdo CMA ,Segurança em Operação de Empilhadeiras ,SENAI ,Entidade Parceira,21/2/2022,9/3/2022,40,2,2,0,0
CMA ,AM ,Manaus ,Cmdo CMA ,ELETRICISTA DE AUTOMÓVEIS ,SENAI ,Entidade Parceira,14/2/2022,29/3/2022,120,5,5,0,0
CMA ,AM ,Manaus ,Cmdo CMA ,Padeiro ,SENAI ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,Cmdo CMA ,Auxiliar de Saúde Bucal ,CETAM ,Própria OM,4/4/2022,8/7/2022,520,12,12,0,0
CMA ,AM ,Tabatinga ,Cmdo Fron SOLIMÕES / 8º B I S ,PEDREIRO ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Tabatinga ,Cmdo Fron SOLIMÕES / 8º B I S ,Eletricista Baixa tensão ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Tabatinga ,Cmdo Fron SOLIMÕES / 8º B I S ,Jardinagem ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Tefé ,Cmdo 16ª Bda Inf Sl ,PEDREIRO ,CETAM ,Própria OM,12/9/2022,7/10/2022,160,20,20,1,3200
CMA ,AM ,São Gabriel da Cachoeira ,Cmdo 2ª Bda Inf Sl ,Eletricista Baixa tensão ,Agape Treinamentos ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,São Gabriel da Cachoeira ,Cmdo 2ª Bda Inf Sl ,PEDREIRO ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,São Gabriel da Cachoeira ,Cmdo 2ª Bda Inf Sl ,Manutenção de motores de popa ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM,Manaus,PR Mnt/12,"Curso de Motorista Profissional Categoria ""C""",DETRAN /AM,PR Mnt/12,14/3/2022,16/11/2022,50,168,168,"2,01","16905,35"
CMA ,AM,Manaus,PR Mnt/12,"Curso de Motorista Profissional Categoria ""D""",DETRAN /AM,PR Mnt/12,18/5/2022,16/11/2022,50,60,60,"2,08","6252,67"
CMA ,AM ,Manaus ,Pq R Mnt / 12ª RM ,Mecânico de Motores à Diesel ,SENAI ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,Pq R Mnt / 12ª RM ,Eletricista Automotivo ,SENAI ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,Pq R Mnt / 12ª RM ,MECÂNICO DE MANUTENÇÃO EM AUTOMÓVEIS ,SENAI ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,Pq R Mnt / 12ª RM ,Manutenção de Motosseras ,SENAI ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,Pq R Mnt / 12ª RM ,Capoteiro/Corrieiro ,SENAI ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,4º CTA ,Montador e Reparador de Computador ,SENAI ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,4º CTA ,Instalador e Reparador de Redes de Computador ,SENAI ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Humaitá ,54º BIS ,PEDREIRO ,CETAM ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Humaitá ,54º BIS ,Mecânico de Refrigeração e Climatização Domés ,CETAM ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Humaitá ,54º BIS ,Cozinha Industrial ,CETAM ,PR Mnt/12,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,7º BPE ,PEDREIRO ,SENAI ,Própria OM,13/6/2022,15/7/2022,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,7º BPE ,Eletricista Baixa tensão ,SENAI ,Própria OM,13/7/2022,19/8/2022,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,7º BPE ,INSTALADOR HIDRÁULICO ,SENAI ,Própria OM,13/6/2022,15/7/2022,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,7º BPE ,Pintor Residencial ,SENAI ,Própria OM,13/7/2022,19/8/2022,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,7º BPE ,Pedreiro de Alvenaria ,CETAM ,Própria OM,12/9/2022,13/10/2022,160,20,20,"1,32",4224
CMA ,AM ,Barcelos ,3º BIS ,Mecânico de motor de popa ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Barcelos ,3º BIS ,Pedreiro de Alvenaria ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Barcelos ,3º BIS ,Mecânico de Motores à Diesel ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,H Mil A MANAUS ,Auxiliar de Saúde Bucal ,CETAM ,Própria OM,18/7/2022,11/11/2022,460,20,20,"0,59",5428
CMA ,AM ,Manaus ,Cia Cmdo CMA ,AGENTE DE PORTARIA ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,Manaus ,Cia Cmdo CMA ,Jardinagem e Paisagismo ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,São Gabriel da Cachoeira ,Cia Cmdo 2º Gpt E ,Cozinha Industrial ,CETAM ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMA ,AM ,São Gabriel da Cachoeira ,Cia Cmdo 2º Gpt E ,Confeiteiro ,SENAI ,Própria OM,00/00/0000 ,00/00/0000 ,160,20,20,"1,33",4256
CMN ,AP ,Macapá ,Cmdo 22ª Bda Inf Sl ,MOPP ,SEST SENAT ,Entidade Parceira,1/6/2022,30/11/2022,50,7,7,8,2800
CMN ,AP ,Macapá ,Cmdo 22ª Bda Inf Sl ,OPERADOR DE EMPILHADEIRA ,SEST SENAT ,Entidade Parceira,1/6/2022,30/11/2022,16,7,7,"16,62","1861,44"
CMN ,AP ,Macapá ,Cmdo 22ª Bda Inf Sl ,Transporte Coletivo de Passageiros ,SEST SENAT ,Entidade Parceira,1/6/2022,30/11/2022,50,8,8,8,3200
CMN ,AP ,Macapá ,Cmdo 22ª Bda Inf Sl ,Condutor de veículos de emergência ,SEST SENAT ,Entidade Parceira,1/6/2022,30/11/2022,50,15,15,8,6000
CMN ,AP ,Macapá ,Cmdo 22ª Bda Inf Sl ,Operador de Trator Agricola ,SEST SENAT ,Entidade Parceira,1/6/2022,2/12/2022,40,20,20,"11,25",9000
CMN ,AP ,Macapá ,Cmdo 22ª Bda Inf Sl ,MONTADOR E REPARADOR DE REDES DE COMPUTADORES ,SENAC ,Entidade Parceira,13/6/2022,12/12/2022,168,23,23,"4,11","15881,04"
CMN ,AP ,Macapá ,Cmdo 22ª Bda Inf Sl ,PEDREIRO ,SENAI ,Entidade Parceira,1/6/2022,30/11/2022,220,12,12,"6,64","17529,6"
CMN ,AP ,Macapá ,Cmdo 22ª Bda Inf Sl ,Eletricista de alta e baixa tensão ,Equatorial Energia - Amapá ,Entidade Parceira,1/7/2022,30/11/2022,300,28,28,0,0
CMN ,AP ,Macapá ,Cmdo 22ª Bda Inf Sl ,NR 35 TRABALHO EM ALTURA ,SENAT ,Entidade Parceira,29/8/2022,16/12/2022,16,5,5,"15,63","1250,4"
CMNE ,BA ,Salvador ,Cmdo 6ª RM ,Mecânico de Refrigeração e Climatização Res. ,SENAI DENDEZEIROS ,Entidade Parceira,12/7/2021,20/8/2021,200,22,22,"7,78",34232
CMNE ,BA ,Salvador ,Cmdo 6ª RM ,ELETRICISTA INSTALADOR PREDIAL DE BAIXA TENSÃ ,SENAI DENDEZEIROS ,Entidade Parceira,10/7/2022,24/8/2022,160,22,22,"7,5",26400
CMNE,BA,Salvador,19º BC,"Curso de Motorista Profissional Categoria ""D""",DETRAN /BA,19º BC,9/6/2022,22/10/2022,50,74,74,"11,64",43068
CMNE ,BA ,Salvador ,Cmdo 6ª RM ,Instalador Hidráulico ,SENAI DENDEZEIROS ,Entidade Parceira,12/7/2022,1/8/2022,100,22,22,"8,05",17710
CMNE ,BA ,Feira de Santana ,35º BI ,Mecânico Reparador de Motores a Diesel ,SENAI FEIRA DE SANTANA ,Entidade Parceira,1/8/2022,13/9/2022,160,20,20,"8,85",28320
CMNE ,BA ,Barreiras ,4º BEC ,Eletricis de Distribuição de Energia Elétrica ,"SENAI, Barreiras-BA ",Entidade Parceira,4/7/2022,5/9/2022,240,22,22,6,25920
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,"MECÂNICO DE SUSPENSÃO, DIREÇÃO, FREIOS E ALIN ",SENAI - Fortaleza ,Entidade Parceira,14/6/2022,15/8/2022,160,20,20,"6,25",20000
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,MECÂNICO DE MANUTENÇÃO DE MOTOCICLETAS ,SENAI - Fortaleza ,Própria OM,28/6/2022,30/8/2022,160,20,20,"7,44",23808
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,FABRICAÇÃO DE SALGADOS ,SENAI - Fortaleza ,Própria OM,11/7/2022,15/7/2022,20,20,20,"19,5",7800
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,MARCENEIRO DE MÓVEIS SOB MEDIDA ,SENAI - Fortaleza ,Própria OM,8/8/2022,10/10/2022,160,20,20,"6,31",20192
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,OPERAÇÃO DE DRONES ,SENAI - Fortaleza ,Própria OM,29/8/2022,2/9/2022,20,20,20,"31,5",12600
CMNE,CE,Fortaleza,Pq R Mnt/10 ,"Curso de Motorista Profissional Categoria ""D""",DETRAN /CE,Pq R Mnt/10 ,18/5/2022,16/11/2022,50,52,52,"9,75",25350
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,INFORMÁTICA BÁSICA ,SENAI - Fortaleza ,Entidade Parceira,20/9/2022,10/10/2022,60,20,20,"4,83",5796
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,MANUTENÇÃO DE MÁQUINAS DE LAVAR ,SENAI - Fortaleza ,Entidade Parceira,11/10/2022,14/11/2022,80,20,20,"6,13",9808
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,BARBEIRO ,SENAC ,Entidade Parceira,5/9/2022,10/11/2022,172,20,20,"6,4",22016
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,Operador de Caixa ,SENAC ,Entidade Parceira,12/9/2022,30/9/2022,160,20,20,"5,33",17056
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,Pizzaiolo ,SENAC ,Entidade Parceira,3/10/2022,31/10/2022,160,20,20,"6,82",21824
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,Assistente de logística ,SENAC ,Entidade Parceira,5/9/2022,30/9/2022,160,20,20,"5,48",17536
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,Montador e Reparador de Computadores ,SENAC ,Entidade Parceira,5/9/2022,30/9/2022,160,20,20,"6,76",21632
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,Vendedor ,SENAC ,Entidade Parceira,3/10/2022,4/11/2022,160,20,20,"5,25",16800
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,Assistente Administrativo ,SENAC ,Entidade Parceira,3/10/2022,4/11/2022,160,20,20,"5,35",17120
CMNE ,CE ,Fortaleza ,Cmdo 10ª RM ,Operador de Turismo Receptivo ,SENAC ,Entidade Parceira,7/11/2022,2/12/2022,160,20,20,"5,05",16160
CMP ,DF ,Brasília ,Ba Adm QGEx ,Transporte coletivo de passageiros ,B Adm QGEx ,Própria OM,21/2/2022,25/3/2022,50,22,22,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Transporte de Cargas Indivisíveis ,B Adm QGEx ,Própria OM,8/3/2021,9/3/2022,15,18,18,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Condutor de veículos de emergência ,B Adm QGEx ,Própria OM,28/3/2022,5/4/2022,50,20,20,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Movimentação de Produtos Perigosos ,B Adm QGEx ,Própria OM,6/4/2022,7/4/2022,15,20,20,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Transporte Coletivo de Passageiros ,B Adm QGEx ,Própria OM,25/4/2022,3/5/2022,50,20,20,0,0
CMP,DF,Brasília,16º B Log,"Curso de Motorista Profissional Categoria ""D""",DETRAN /DF,16º B Log,16/3/2022,26/9/2022,50,45,45,"35,08",78930
CMP,DF,Brasília,16º B Log,"Curso de Motorista Profissional Categoria ""E""",DETRAN /DF,16º B Log,9/6/2022,22/10/2022,50,5,5,"35,08",8770
CMP ,DF ,Brasília ,Ba Adm QGEx ,Transporte de Cargas Indivisíveis ,B Adm QGEx ,Própria OM,4/5/2022,5/5/2022,15,20,20,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Condutor de veículos de emergência ,B Adm QGEx ,Própria OM,9/5/2022,17/5/2022,50,20,20,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Movimentação de Produtos Perigosos ,B Adm QGEx ,Própria OM,18/5/2022,19/5/2022,15,20,20,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Transporte Coletivo de Passageiros ,B Adm QGEx ,Própria OM,30/5/2022,7/6/2022,50,20,20,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Transporte de cargas indivisíveis ,B Adm QGEx ,Própria OM,8/6/2022,9/6/2022,15,20,20,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Condutor de veículos de emergência ,B Adm QGEx ,Própria OM,20/6/2022,28/6/2022,50,20,20,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Movimentação de Produtos Perigosos ,B Adm QGEx ,Própria OM,29/6/2022,30/6/2022,15,20,20,0,0
CMP ,DF ,Brasília ,Ba Adm QGEx ,Eficiência energética - Veículos Pesados ,B Adm QGEx ,Entidade Parceira,4/7/2022,6/7/2022,12,12,12,"29,16","4199,04"
CMP ,DF ,Brasília ,Ba Adm QGEx ,Condutor de Veículo de Transporte Escolar ,B Adm QGEx ,Entidade Parceira,22/8/2022,26/8/2022,50,20,20,6,6000
CML ,ES ,Vila Velha ,38º BI ,Bombeiro Civil ,CBM ES,Entidade Parceira,7/2/2022,18/4/2022,234,20,20,0,0
CML ,ES ,Vila Velha ,38º BI ,Pintura Automotiva ,Montanha da esperança ,Entidade Parceira,26/4/2022,23/6/2022,120,3,3,0,0
CML ,ES ,Vila Velha ,38º BI ,Funileiro Automotivo ,Montanha da esperança ,Entidade Parceira,26/4/2022,23/6/2022,120,1,1,0,0
CML ,ES ,Vila Velha ,38º BI ,Montador e Reparador de Computadores ,Montanha da esperança ,Entidade Parceira,26/4/2022,23/6/2022,120,2,2,0,0
CML ,ES ,Vila Velha ,38º BI ,Recursos humanos ,Montanha da esperança ,Entidade Parceira,26/4/2022,23/6/2022,120,5,5,0,0
CML ,ES ,Vila Velha ,38º BI ,SOLDADOR NO PROCESSO ELETRODO REVESTIDO EM AÇ ,Montanha da esperança ,Entidade Parceira,26/4/2022,23/6/2022,120,3,3,0,0
CML ,ES ,Vila Velha ,38º BI ,ELETROMECÂNICO DE AUTOMÓVEIS ,Montanha da esperança ,Entidade Parceira,11/7/2022,3/9/2022,120,9,9,0,0
CML ,ES ,Vila Velha ,38º BI ,Pintura Automotiva ,Montanha da esperança ,Entidade Parceira,11/7/2022,3/9/2022,120,1,1,0,0
CML ,ES ,Vila Velha ,38º BI ,Soldador de Eletrodo Revestido ,Montanha da esperança ,Entidade Parceira,11/7/2022,3/9/2022,120,1,1,0,0
CML ,ES ,Vila Velha ,38º BI ,Informática Básica e Manutenção de Microcompu ,Montanha da esperança ,Entidade Parceira,11/7/2022,3/9/2022,120,4,4,0,0
CMP ,GO ,Jataí ,41º BI Mtz ,Soldador MIG/MAG ,SENAR - GO ,Entidade Parceira,11/4/2022,13/4/2022,24,5,5,0,0
CMP ,GO ,Jataí ,41º BI Mtz ,Segurança em Instalações e Sv em Eletricidade ,SENAR - GO ,Entidade Parceira,21/2/2022,25/2/2022,40,12,12,0,0
CMP ,GO ,Jataí ,41º BI Mtz ,Operação e Manutenção de Roçadeira ,SENAR - GO ,Entidade Parceira,27/6/2022,28/6/2022,8,16,16,0,0
CMP ,GO ,Jataí ,41º BI Mtz ,Motosserra - Operação e Manutenção ,SENAR - GO ,Entidade Parceira,8/8/2022,10/8/2022,20,10,10,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Redes de Distribuiçãode Energia Elétrica ,SENAI ,Entidade Parceira,30/5/2022,29/8/2022,240,25,25,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Auxiliar de Geoprocessamento ,Instituto Federal de Goiás ,Entidade Parceira,12/9/2022,14/11/2022,160,17,17,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Soldador no processo MIG MAG ,SENAI ,Própria OM,20/6/2022,15/7/2022,160,20,20,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Solda Elétrica ,SENAR ,Própria OM,22/8/2022,9/9/2022,32,15,15,0,0
CMP,GO,Araguari,2º B Fv,"Curso de Motorista Profissional Categoria ""C""",DETRAN /GO,2º B Fv,18/3/2022,21/11/2022,50,11,11,"4,53","2491,5"
CMP,GO,Araguari,2º B Fv,"Curso de Motorista Profissional Categoria ""D""",DETRAN /GO,2º B Fv,19/4/2022,17/11/2022,50,28,28,"4,53",6342
CMP,GO,Araguari,2º B Fv,"Curso de Motorista Profissional Categoria ""E""",DETRAN /GO,2º B Fv,12/5/2022,08/011/22,50,31,31,"4,53","7021,5"
CMP,GO,Goiania,C Op Esp,"Curso de Motorista Profissional Categoria ""C""",DETRAN /GO,C Op Esp,18/5/2022,29/11/2022,50,14,14,"2,99",2093
CMP,GO,Goiania,C Op Esp,"Curso de Motorista Profissional Categoria ""D""",DETRAN /GO,C Op Esp,17/2/2022,30/6/2022,50,63,63,"2,99","9418,5"
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Pilotagem de drones foto aéreas ,SENAR ,Própria OM,11/7/2022,18/7/2022,24,15,15,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Paisagismo e jardinagem ,SENAR ,Própria OM,1/8/2022,15/8/2022,30,15,15,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,ROÇADEIRA OPERAÇÃO E MANUTENÇÃO ,SENAR ,Própria OM,3/10/2022,7/10/2022,16,15,15,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Segurança na operação de empilhadeira ,SENAR ,Própria OM,10/10/2022,14/10/2022,16,15,15,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Cozinha rural ,SENAR ,Própria OM,1/8/2022,12/8/2022,32,16,16,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Higiene e segurança na produção de alimentos ,SENAR ,Própria OM,8/8/2022,12/8/2022,24,16,16,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Operação e Manutenção de Motossera ,SENAR ,Própria OM,7/11/2022,11/11/2022,24,15,15,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Panificação rural ,SENAR ,Própria OM,18/7/2022,29/7/2022,32,16,16,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Primeiros Socorros ,SENAR ,Própria OM,21/11/2022,25/11/2022,16,15,15,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Transporte Coletivo de Passageiros ,QG B.Adm - Brasília ,Própria OM,25/4/2022,5/5/2022,50,18,18,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,MOPP ,QG B.Adm - Brasília ,Própria OM,25/4/2022,5/5/2022,50,10,10,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Indivisíveis ,QG B.Adm - Brasília ,Própria OM,25/4/2022,5/5/2022,50,10,10,0,0
CMP ,GO ,Goiânia ,Cmdo Cmdo Op Esp ,Condutor de Veículo de Emergêcia ,QG B.Adm - Brasília ,Própria OM,20/6/2022,30/6/2022,50,15,15,0,0
CMN ,MA ,Imperatriz ,50º BIS ,Excel básico e avançado ,SENAI ,Entidade Parceira,12/6/2022,17/6/2022,40,5,5,"3,13",626
CMN ,MA ,Imperatriz ,50º BIS ,Montador e Reparador de Computadores ,SENAC ,Entidade Parceira,6/6/2022,1/7/2022,120,5,5,"5,55",3330
CMN ,MA ,Imperatriz ,50º BIS ,Programador de Sistemas ,SENAC ,Entidade Parceira,6/6/2022,1/7/2022,200,5,5,"2,96",2960
CMN ,MA ,Imperatriz ,50º BIS ,Técnicas Básicas de Cozinha ,SENAC ,Entidade Parceira,6/6/2022,10/6/2022,30,5,5,"11,97","1795,5"
CMN ,MA ,Imperatriz ,50º BIS ,Transporte Coletivo de Passageiros ,SEST SENAT ,Entidade Parceira,6/6/2022,17/6/2022,50,5,5,5,1250
CMN ,MA ,Imperatriz ,50º BIS ,SOLDADOR NO PROCESSO ELETRODO REVESTIDO EM AÇ ,SENAI ,Entidade Parceira,6/6/2022,1/7/2022,200,5,5,"3,25",3250
CMN ,MA ,Imperatriz ,50º BIS ,Marceneiro de Móveis ,SENAI ,Entidade Parceira,6/6/2022,30/6/2022,140,5,5,"3,6",2520
CMN ,MA ,Imperatriz ,50º BIS ,Transporte de Produtos Perigosos ,SEST/SENAT ,Entidade Parceira,20/6/2022,8/7/2022,50,5,5,5,1250
CMN ,MA ,Imperatriz ,50º BIS ,Condutor de veículos de emergência ,SEST/SENAT ,Entidade Parceira,20/6/2022,8/7/2022,50,5,5,5,1250
CMN ,MA ,São Luís ,24º BIS ,Mecânica de Refrigeração e Climatização Resid ,SENAI ,Entidade Parceira,4/7/2022,8/8/2022,40,10,10,10,4000
CMN ,MA ,São Luís ,24º BIS ,Mecânica Diesel ,SENAI ,Própria OM,1/7/2022,15/9/2022,112,10,10,"3,58","4009,6"
CMN ,MA ,São Luís ,24º BIS ,Fundamentos da Confeitaria ,SENAI ,Própria OM,1/8/2022,26/8/2022,60,10,10,"8,66",5196
CMN ,MA ,São Luís ,24º BIS ,Adobe Photoshop ,SENAI ,Entidade Parceira,5/9/2022,7/10/2022,80,10,10,5,4000
CMN ,MA ,São Luís ,24º BIS ,Montador e Reparador de Computadores ,SENAI ,Entidade Parceira,1/11/2022,22/12/2022,160,10,10,"3,44",5504
CMN ,MA ,São Luís ,24º BIS ,Instalador Hidráulico ,SENAI ,Própria OM,7/11/2022,30/11/2022,60,10,10,"8,34",5004
CMN ,MA ,São Luís ,24º BIS ,Excel Básico ,SENAI ,Entidade Parceira,3/10/2022,28/10/2022,40,10,10,"6,25",2500
CMN ,MA ,São Luís ,24º BIS ,Doces e Salgados ,SENAI ,Própria OM,5/9/2022,30/9/2022,40,10,10,"6,25",2500
